Reporting Date	Sale Month	Store	Artist	Title	ISRC	UPC	Quantity	Team Percentage	Song/Album	Country of Sale	Songwriter Royalties Withheld	Earnings (USD)
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	2	67	Song	PH	0	0.00006282
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	322	67	Song	SE	0	0.63828710
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	SG	0	0.00264198
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	6	67	Song	TW	0	0.00237756
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	11	67	Song	GB	0	-0.01042024
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	11	67	Song	GB	0	0.02436544
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	2	67	Song	IN	0	0.00035979
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	3	67	Song	KR	0	0.00564743
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	SV	0	0.00004355
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	17	67	Song	US	0	0.04232990
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	17	67	Song	US	0	-0.01226139
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	2	67	Song	IN	0	-0.00012721
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	SV	0	-0.00001310
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	3	67	Song	KR	0	-0.00163874
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	4	67	Song	SE	0	-0.00251153
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	DK	0	-0.00099551
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	BR	0	-0.00002507
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	PE	0	-0.00034827
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	7	67	Song	DE	0	-0.00478837
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	2	67	Song	NL	0	-0.00150443
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	AR	0	-0.00018853
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	MX	0	-0.00003255
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	2	67	Song	CH	0	-0.00228628
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	SG	0	-0.00053574
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	ID	0	-0.00019366
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	ES	0	-0.00004261
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	JP	0	-0.00002673
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	AU	0	-0.00064072
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	6	67	Song	TW	0	-0.00101654
2023-06-28	2023-04	Spotify	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	2	67	Song	FR	0	-0.00148438
2023-06-30	2023-04	Apple Music	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	AU	0	0.00621356
2023-06-30	2023-04	Apple Music	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	2	67	Song	SE	0	0.00828429
2023-06-30	2023-04	Apple Music	laikd & Diana	Never Gonna Be The Same (Acoustic)	QZNWT2224336	197084059274	1	67	Song	US	0	0.00270629
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	4	50	Song	CA	0	0.00274153
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	4	50	Song	JP	0	0.00778558
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	KR	0	0.00154602
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	4	50	Song	TH	0	0.00129301
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	11	50	Song	US	0	0.05251055
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	DE	0	0.00066701
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	9	50	Song	FR	0	0.00583556
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	4	50	Song	SA	0	0.00319153
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	AT	0	0.00567756
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	0	50	Song	PA	0	0.00034200
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	6	50	Song	PL	0	0.00409454
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	EC	0	0.00045600
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	ES	0	0.00374854
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	3	50	Song	ID	0	0.00130051
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	0	50	Song	MX	0	0.00041100
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	SG	0	0.00130601
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	VN	0	0.00040100
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	0	50	Song	ZA	0	0.00305903
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	0	50	Song	IN	0	0.00025000
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	0	50	Song	EG	0	0.00006300
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	MY	0	0.00053801
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	4	50	Song	TW	0	0.00200602
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	13	50	Song	PE	0	0.00530206
2023-06-14	2023-04	YouTube (Ads)	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	BR	0	0.00252303
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	5	50	Song	AR	0	0.00171502
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	AU	0	0.00641857
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	7	50	Song	CH	0	0.06083063
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	5	50	Song	DE	0	0.03584037
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	FR	0	0.00509555
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	16	50	Song	GB	0	0.12830533
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	4	50	Song	IN	0	0.00270953
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	JP	0	0.00561656
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	KR	0	0.00372554
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	MY	0	0.00205902
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	3	50	Song	PH	0	0.00201152
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	SA	0	0.01247513
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	4	50	Song	TH	0	0.00702207
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	TW	0	0.00487205
2023-06-14	2023-04	YouTube (Red)	laikd	Useless	QZMEQ2166616	196400733881	17	50	Song	US	0	0.09709051
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	14	50	Song	AE	0	0.00733813
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	14	50	Song	AR	0	0.00552186
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	8	50	Song	AT	0	0.00847412
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	74	50	Song	AU	0	0.09842755
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	BD	0	0.00001472
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	15	50	Song	BE	0	0.02237579
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	5	50	Song	BG	0	0.00286395
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	53	50	Song	BR	0	0.02527627
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	89	50	Song	CA	0	0.10827313
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	19	50	Song	CH	0	0.03253645
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	33	50	Song	CL	0	0.01803135
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	23	50	Song	CO	0	0.00369578
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	10	50	Song	CZ	0	0.00621250
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	121	50	Song	DE	0	0.19666921
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	34	50	Song	DK	0	0.08286005
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	EE	0	0.00353552
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	47	50	Song	ES	0	0.03967780
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	5	50	Song	FI	0	0.01158609
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	61	50	Song	FR	0	0.05169125
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	16	50	Song	GR	0	0.00518226
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	6	50	Song	HK	0	0.00305583
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	HR	0	0.00151429
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	9	50	Song	HU	0	0.00646543
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	63	50	Song	ID	0	0.00598955
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	13	50	Song	IE	0	0.02425911
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	11	50	Song	IL	0	0.01637261
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	27	50	Song	IT	0	0.02447988
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	17	50	Song	JP	0	0.00955015
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	LK	0	0.00002507
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	16	50	Song	LT	0	0.00866109
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	LU	0	0.00146087
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	LV	0	0.00137202
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	91	50	Song	MX	0	0.05195399
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	15	50	Song	MY	0	0.00847248
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	32	50	Song	NL	0	0.06169110
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	28	50	Song	NO	0	0.08127926
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	20	50	Song	NZ	0	0.02741415
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	18	50	Song	PE	0	0.00201360
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	213	50	Song	PH	0	0.04452483
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	PK	0	0.00022240
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	53	50	Song	PL	0	0.02841713
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	19	50	Song	PT	0	0.00168599
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	RO	0	0.00007141
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	SA	0	0.00009594
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	673	50	Song	SE	0	1.00482026
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	54	50	Song	SG	0	0.05361763
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	SK	0	0.00228560
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	47	50	Song	TH	0	0.00678213
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	12	50	Song	TR	0	0.00202832
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	38	50	Song	TW	0	0.02124580
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	9	50	Song	VN	0	0.00291628
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	17	50	Song	ZA	0	0.00383096
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	159	50	Song	GB	0	0.32166287
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	AO	0	0.00076850
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	BH	0	0.00017450
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	3	50	Song	BO	0	0.00002200
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	4	50	Song	BW	0	0.00000050
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	4	50	Song	CR	0	0.00628950
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	DO	0	0.00118800
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	8	50	Song	DZ	0	0.00565000
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	EC	0	0.00299750
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	GH	0	0.00083250
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	16	50	Song	GT	0	0.00093450
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	HN	0	0.00060650
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	84	50	Song	IN	0	0.00566550
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	3	50	Song	IQ	0	0.00323950
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	7	50	Song	KE	0	0.00100200
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	3	50	Song	KH	0	0.00076850
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	KW	0	0.00000150
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	KZ	0	0.00000350
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	LA	0	0.00000750
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	4	50	Song	MA	0	0.00003150
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	NA	0	0.00181200
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	5	50	Song	NG	0	0.00067650
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	3	50	Song	NP	0	0.00000500
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	PA	0	0.00261050
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	9	50	Song	PY	0	0.00017350
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	QA	0	0.00008000
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	2	50	Song	SV	0	0.00006500
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	26	50	Song	UA	0	0.01612099
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	367	50	Song	US	0	0.62446905
2023-06-28	2023-04	Spotify	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	UY	0	0.00087700
2023-06-30	2023-04	Apple Music	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	FR	0	0.00187948
2023-06-30	2023-04	Apple Music	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	GB	0	0.00376706
2023-06-30	2023-04	Apple Music	laikd	Useless	QZMEQ2166616	196400733881	1	50	Song	TW	0	0.00141043
2023-06-30	2023-04	Apple Music	laikd	Useless	QZMEQ2166616	196400733881	21	50	Song	US	0	0.07679071
2023-06-14	2023-04	YouTube (Ads)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	0	100	Song	JP	0	0.00064901
2023-06-14	2023-04	YouTube (Ads)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	TH	0	0.00134001
2023-06-14	2023-04	YouTube (Ads)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	FR	0	0.00948310
2023-06-14	2023-04	YouTube (Ads)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	ID	0	0.00093701
2023-06-14	2023-04	YouTube (Ads)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	IN	0	0.00034800
2023-06-14	2023-04	YouTube (Ads)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	MY	0	0.00412604
2023-06-14	2023-04	YouTube (Ads)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	PL	0	0.00055101
2023-06-14	2023-04	YouTube (Ads)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	4	100	Song	US	0	0.05278155
2023-06-14	2023-04	YouTube (Ads)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	DE	0	0.00364604
2023-06-14	2023-04	YouTube (Ads)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	TW	0	0.00360804
2023-06-14	2023-04	YouTube (Ads)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	MX	0	0.00185302
2023-06-14	2023-04	YouTube (Red)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	AR	0	0.00137201
2023-06-14	2023-04	YouTube (Red)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	CH	0	0.01738018
2023-06-14	2023-04	YouTube (Red)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	DE	0	0.01433615
2023-06-14	2023-04	YouTube (Red)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	GB	0	0.03207633
2023-06-14	2023-04	YouTube (Red)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	IN	0	0.00226302
2023-06-14	2023-04	YouTube (Red)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	SA	0	0.01247513
2023-06-14	2023-04	YouTube (Red)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	TH	0	0.00702207
2023-06-14	2023-04	YouTube (Red)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	TW	0	0.00698807
2023-06-14	2023-04	YouTube (Red)	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	5	100	Song	US	0	0.05701059
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	8	100	Song	AU	0	0.02697153
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	3	100	Song	BE	0	0.00690423
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	3	100	Song	CA	0	0.00486556
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	CH	0	0.00358894
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	5	100	Song	DE	0	0.01166622
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	12	100	Song	DK	0	0.06008088
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	FR	0	0.00422452
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	IS	0	0.00796391
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	IT	0	0.00418200
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	LT	0	0.00688897
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	MX	0	0.00090487
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	74	100	Song	NO	0	0.41825711
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	RO	0	0.00014282
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	536	100	Song	SE	0	1.60947199
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	3	100	Song	ZA	0	0.00424960
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	3	100	Song	GB	0	0.01876415
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	GT	0	0.00005400
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	MA	0	0.00001600
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	9	100	Song	US	0	0.03084298
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	5	100	Song	US	0	-0.00486880
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	MA	0	-0.00000476
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	ZA	0	-0.00002258
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	MX	0	-0.00040459
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	FR	0	-0.00110774
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	5	100	Song	SE	0	-0.00394092
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	1	100	Song	DK	0	-0.00148584
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	BE	0	-0.00038127
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	DE	0	-0.00204195
2023-06-28	2023-04	Spotify	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	7	100	Song	NO	0	-0.00903041
2023-06-30	2023-04	Apple Music	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	3	100	Song	GB	0	0.04360191
2023-06-30	2023-04	Apple Music	laikd	Roll The Dice (feat. Rat Kings)	QZRP42159116	196620740065	2	100	Song	US	0	0.01647324
2023-06-28	2023-04	Spotify	laikd	Body Shake (feat. Rat Kings)	QZES52264649	196779816253	1	100	Song	AR	0	0.00111418
2023-06-28	2023-04	Spotify	laikd	Body Shake (feat. Rat Kings)	QZES52264649	196779816253	4	100	Song	AT	0	0.01433721
2023-06-28	2023-04	Spotify	laikd	Body Shake (feat. Rat Kings)	QZES52264649	196779816253	3	100	Song	AU	0	0.01213937
